inputsize,user,system,TT,elapsed,STS,text,rodata,data,bss
1700,40.00,3.88,?,1:23.65,0.15,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.158,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.168,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.152,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.162,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.154,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.15,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.15,690,95,16,8
1700,40.00,3.88,?,1:23.65,0.155,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.156,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.154,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.155,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.159,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.168,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.152,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.159,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.163,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.165,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.154,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.161,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.167,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.154,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.158,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.154,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.168,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.169,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.161,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.163,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.163,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.168,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.15,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.157,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.165,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.163,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.157,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.151,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.162,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.16,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.166,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.166,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.166,690,95,16,8
1750,45.78,3.64,?,1:28.23,0.154,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.157,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.165,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.156,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.15,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.168,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.167,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.164,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.153,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.164,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.151,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.163,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.153,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.164,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.15,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.161,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.154,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.153,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.152,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.164,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.163,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.161,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.154,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.167,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.161,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.16,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.165,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.162,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.157,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.15,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.158,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.159,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.167,690,95,16,8
1800,43.03,3.63,?,1:26.28,0.161,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.168,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.154,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.156,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.165,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.15,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.165,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.158,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.156,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.167,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.161,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.166,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.16,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.167,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.169,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.15,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.165,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.154,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.168,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.161,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.165,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.152,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.152,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.152,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.169,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.159,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.167,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.165,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.16,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.162,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.166,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.161,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.156,690,95,16,8
1850,43.25,3.92,?,1:33.43,0.158,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.169,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.158,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.162,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.158,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.152,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.159,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.153,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.168,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.155,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.151,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.166,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.155,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.167,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.152,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.161,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.153,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.162,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.168,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.159,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.168,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.151,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.154,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.162,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.167,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.155,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.15,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.163,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.154,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.153,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.156,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.153,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.155,690,95,16,8
1900,43.20,4.26,?,1:26.03,0.161,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.164,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.16,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.157,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.168,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.154,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.156,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.164,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.163,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.165,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.151,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.15,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.168,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.157,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.168,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.166,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.165,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.168,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.154,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.161,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.15,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.158,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.164,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.15,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.166,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.154,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.167,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.151,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.166,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.151,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.156,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.166,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.162,690,95,16,8
1950,45.11,4.46,?,1:34.09,0.159,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.155,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.151,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.16,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.158,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.156,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.163,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.165,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.153,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.166,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.15,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.151,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.155,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.156,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.161,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.152,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.166,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.161,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.16,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.15,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.165,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.157,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.159,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.164,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.163,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.167,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.169,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.15,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.152,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.154,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.151,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.158,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.169,690,95,16,8
2000,46.72,4.64,?,1:42.66,0.151,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.151,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.167,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.155,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.166,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.152,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.15,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.155,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.165,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.157,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.161,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.164,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.168,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.155,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.158,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.15,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.153,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.162,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.159,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.155,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.157,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.155,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.165,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.16,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.155,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.152,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.15,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.16,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.164,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.162,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.166,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.152,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.16,690,95,16,8
2050,47.40,4.79,?,1:36.95,0.152,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.162,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.157,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.152,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.157,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.156,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.157,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.159,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.164,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.169,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.157,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.155,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.152,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.15,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.157,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.167,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.156,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.165,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.164,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.161,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.156,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.151,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.163,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.155,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.152,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.156,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.16,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.152,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.156,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.168,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.167,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.152,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.156,690,95,16,8
2100,48.43,4.45,?,1:43.51,0.152,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.156,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.168,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.167,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.153,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.151,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.153,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.15,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.166,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.168,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.167,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.161,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.163,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.161,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.154,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.153,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.169,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.163,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.156,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.169,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.153,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.163,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.152,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.161,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.165,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.169,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.155,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.166,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.158,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.165,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.154,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.156,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.152,690,95,16,8
2150,48.94,5.04,?,1:42.04,0.161,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.161,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.169,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.165,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.161,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.158,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.157,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.16,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.152,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.152,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.163,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.155,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.153,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.167,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.166,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.167,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.16,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.153,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.163,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.166,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.156,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.158,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.155,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.164,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.166,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.159,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.157,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.15,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.154,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.161,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.15,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.158,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.169,690,95,16,8
2200,50.18,5.19,?,1:37.22,0.152,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.162,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.158,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.151,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.16,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.152,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.162,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.153,690,95,16,8
2250,50.15,5.10,?,1:56.80,0.154,690,95,16,8
